Ключ проблемы,Идентификатор проблемы,Идентификатор родителя,Статус,Создано,Обновленo,Исполнитель,Пользовательское поле (Story Points),Тема,Создатель
ANL-2592,303811,,Готово,19.06.2024 12:47 ,30.07.2024 18:25 ,balitskayaav,2.0,Доработка отчета по История изменений,ivanovamv
ANL-2722,312512,,Готово,30.07.2024 17:52 ,30.07.2024 17:53 ,balitskayaav,,Разобраться с рейтингом АН,balitskayaav
ANL-2676,310363,,Готово,19.07.2024 12:52 ,30.07.2024 17:51 ,balitskayaav,3.0,Выделение информации по компаниям для уникальных сделок,balitskayaav
ANL-2070,260151,,Сделaть,14.11.2023 12:29 ,30.07.2024 15:28 ,balitskayaav,3.0,Статистика производительности по проверкам,kartaevry
ANL-2706,311721,,В работе,26.07.2024 12:37 ,30.07.2024 15:27 ,balitskayaav,3.0,Онбординг сотрудника,balitskayaav
ANL-2693,311376,,Hold,25.07.2024 10:14 ,30.07.2024 15:27 ,balitskayaav,2.0,"Сделать выгрузку по кол-ву созданных объектов недвижимости в ЭР во вкладке ""Объекты""",ignatovaaa
ANL-2601,304622,,В работе,21.06.2024 17:38 ,30.07.2024 15:03 ,nikishinpa,3.0,Проанализировать возможность добавить банк продавца в привелегию,flerinvs
ANL-2699,311446,,В работе,25.07.2024 14:21 ,30.07.2024 14:52 ,mikhaelyanta,3.0,Дешборд ЭР для продаж ВТБ,mikhaelyanta
ANL-2692,311354,,Backlog,25.07.2024 08:58 ,30.07.2024 13:11 ,klekovkinve,,Доработать дэшборд по ипотечным сделкам ВТБ,anpilogovayv
ANL-2530,298421,,Готово,27.05.2024 16:43 ,30.07.2024 12:47 ,mikhaelyanta,3.0,Разработка отчетности ЭлРег (ad-hoc),pichuginaaz
ANL-2536,298783,,Hold,28.05.2024 23:12 ,30.07.2024 10:57 ,nikishinpa,5.0,"Отчет по доле СБР,ЭР в ипотеке ВТБ ГЖ по офисам",altunyanar
ANL-2714,312261,,Backlog,30.07.2024 10:29 ,30.07.2024 10:29 ,flerinvs,,Сформировать бухгалтерский отчет,flerinvs
ANL-2709,311891,,Ревью,29.07.2024 09:22 ,30.07.2024 10:26 ,flerinvs,5.0,Подготовка к ДЕМО,flerinvs
ANL-2707,311775,,В работе,26.07.2024 14:25 ,30.07.2024 10:25 ,flerinvs,3.0,Ревью отчетов когнос по папкам,flerinvs
ANL-1764,192929,,Ревью,17.01.2023 10:06 ,30.07.2024 09:53 ,flerinvs,8.0,"Добавление информации в ""Отчет по компаниям"", ответы на вопросы ",tabakovayn
ANL-2641,307614,,Backlog,05.07.2024 13:28 ,30.07.2024 09:49 ,klekovkinve,3.0,В дэшборды по чатам добавить продукт Ипотечный брокер,zhuravlevaev
ANL-2644,307669,,В работе,05.07.2024 15:26 ,29.07.2024 19:03 ,klekovkinve,3.0,Изучить наработки по юнит-экономике Сделки,klekovkinve
ANL-2683,310773,,Готово,22.07.2024 17:00 ,29.07.2024 18:10 ,nikishinpa,1.0,Неипотечные сделки за 2023-2024 годы,altunyanar
ANL-2696,311390,,Готово,25.07.2024 10:52 ,29.07.2024 16:39 ,flerinvs,1.0,Провести ревью отчетов Пыпина,flerinvs
ANL-2703,311622,,В работе,26.07.2024 09:56 ,29.07.2024 14:15 ,flerinvs,2.0,"Фин бэклог, перенос потребностей в задачи, актуализация",flerinvs
ANL-2521,297784,,Сделaть,23.05.2024 15:48 ,29.07.2024 13:53 ,klekovkinve,2.0,Отчет по промкодам для новых ЧМАК,maksyutovaem
ANL-2656,308344,,Сделaть,09.07.2024 18:53 ,29.07.2024 13:53 ,balitskayaav,3.0,Когортный анализ СБР для юнит-экономики,kornikovalv
ANL-2679,310500,,Сделaть,19.07.2024 19:09 ,29.07.2024 13:53 ,nikishinpa,3.0,Перевод отчета по верификации в superset,nikishinpa
ANL-2708,311838,,Сделaть,26.07.2024 16:54 ,29.07.2024 13:53 ,klekovkinve,3.0,Проанализировать доработки к отчетам,klekovkinve
ANL-2705,311717,,Сделaть,26.07.2024 12:25 ,29.07.2024 13:53 ,balitskayaav,2.0,Проверка витрин ИЖС и СБР (работы СА),balitskayaav
ANL-2650,307936,,В работе,08.07.2024 12:32 ,29.07.2024 13:52 ,mikhaelyanta,3.0,Правки в сегментации,mikhaelyanta
ANL-2600,304547,,В работе,21.06.2024 15:53 ,29.07.2024 13:52 ,balitskayaav,3.0,Добавить фильтр по типу сделки к отчету по УКЭП Госключ,ManaenkovaOA
ANL-2411,285882,,Hold,26.03.2024 16:34 ,29.07.2024 13:51 ,klekovkinve,5.0,Ипотечные сделки - доработка отчета из сервиса кредитных заявок,anpilogovayv
ANL-2613,305411,,Ревью,26.06.2024 12:50 ,29.07.2024 13:51 ,balitskayaav,3.0,Доработка продуктового дашборда СБР,balitskayaav
ANL-2652,308025,,Готово,08.07.2024 17:17 ,29.07.2024 12:09 ,mikhaelyanta,1.0,Корректировка получателей отчетности,tatarovaaa
ANL-2686,311009,,Backlog,23.07.2024 15:30 ,29.07.2024 12:07 ,balitskayaav,2.0,"Добавить в отчет ""ООН_простыня"" + история изменений доп  данные",ivanovamv
ANL-2616,305435,,Backlog,26.06.2024 14:12 ,26.07.2024 16:41 ,klekovkinve,,Добавление данных чата поддержки в дэшборды по чатам,zhuravlevaev
ANL-2688,311150,,Готово,24.07.2024 12:40 ,26.07.2024 14:23 ,flerinvs,1.0,Ручная отчетность,flerinvs
ANL-2704,311635,,Готово,26.07.2024 10:10 ,26.07.2024 14:23 ,flerinvs,1.0,Подготовка ко встрече по долям,flerinvs
ANL-2684,310805,,Готово,22.07.2024 19:15 ,26.07.2024 12:35 ,mikhaelyanta,1.0,Выгрузка по Защите,mikhaelyanta
ANL-2660,309042,,Готово,12.07.2024 15:15 ,26.07.2024 11:52 ,klekovkinve,3.0,"Добавить в Дашборд Сделка (раздел KPI)разрез по офисам в регионах и отдельно по пилоту: Привилегии, Прайм, ",dmitrievaoa
ANL-2680,310533,,Готово,22.07.2024 09:51 ,26.07.2024 11:49 ,mikhaelyanta,3.0,Отчет по неипотеке,mikhaelyanta
ANL-2689,311302,,Готово,24.07.2024 17:24 ,26.07.2024 09:48 ,flerinvs,3.0,Когнос_ревью по источникам без просмотров,flerinvs
ANL-2691,311306,,Backlog,24.07.2024 17:37 ,26.07.2024 09:45 ,flerinvs,,"Выделить отчеты в когнос, которые требуется перенести",flerinvs
ANL-2678,306112,,Готово,28.06.2024 15:54 ,25.07.2024 20:07 ,klekovkinve,2.0,ТехДолг. Подготовить документацию к дашборду по ипотеке ВТБ,klekovkinve
ANL-2412,285938,,Готово,26.03.2024 20:32 ,25.07.2024 18:04 ,klekovkinve,5.0,Ипотечные сделки - дэшборд,anpilogovayv
ANL-2663,309272,,Готово,15.07.2024 12:49 ,25.07.2024 14:38 ,klekovkinve,1.0,Собрать пожелания к процессу по заказу витрин и разбору источников,klekovkinve
ANL-2685,310880,,Готово,23.07.2024 10:36 ,25.07.2024 14:37 ,klekovkinve,1.0,Сформировать список пользователей для рассылки,anpilogovayv
ANL-2635,307021,,Backlog,03.07.2024 12:55 ,24.07.2024 13:38 ,flerinvs,,онбординг_Подготовить инструкции ,flerinvs
ANL-2653,308080,,Сделaть,09.07.2024 09:27 ,24.07.2024 13:36 ,flerinvs,,Корректировка отчета ЭР Бухгалтерия в SuperSet,mikhaelyanta
ANL-2561,300962,,Hold,06.06.2024 09:50 ,24.07.2024 13:36 ,balitskayaav,2.0,Простыня СБР_доработки,flerinvs
ANL-2655,308278,,Backlog,09.07.2024 16:25 ,24.07.2024 13:36 ,nikishinpa,,Разработка автоматизации отчета ВТБ ГРМ,nikishinpa
ANL-2624,306039,,Hold,28.06.2024 13:47 ,24.07.2024 13:36 ,balitskayaav,3.0,Принять работы по NPS,flerinvs
ANL-2617,305536,,Backlog,26.06.2024 17:24 ,24.07.2024 13:36 ,flerinvs,,Ревью BI-ручников,flerinvs
ANL-2285,274428,,Backlog,31.01.2024 13:47 ,24.07.2024 13:35 ,flerinvs,,Отчет по веб пушам,zhuravlevaev
ANL-2404,285438,,Backlog,25.03.2024 15:40 ,24.07.2024 13:35 ,mikhaelyanta,,Перенос Отчет ЭлРег 2.0 РБ SLT на супер сет,flerinvs
ANL-2430,286686,,Hold,29.03.2024 14:25 ,24.07.2024 13:35 ,nikishinpa,5.0,Перенос отчета из Когноса - Отчет по списаниям для подрядчиков,nikishinpa
ANL-2423,286049,,Backlog,27.03.2024 12:31 ,24.07.2024 13:35 ,nikishinpa,,Утвердить и передать финальную версию отчета по неипотеке,nikishinpa
ANL-2169,266895,,Backlog,14.12.2023 14:57 ,24.07.2024 13:35 ,mikhaelyanta,,Доработка отчет по СБР и ЭР в SuperSet,mikhaelyanta
ANL-2608,304836,,Backlog,24.06.2024 13:26 ,24.07.2024 13:34 ,balitskayaav,,Автоматизация отчета по рейтингу АН,balitskayaav
ANL-2393,283890,,Backlog,18.03.2024 14:26 ,24.07.2024 13:34 ,mikhaelyanta,,Отчет ВТБ СМБ,mikhaelyanta
ANL-2615,305434,,Backlog,26.06.2024 14:06 ,24.07.2024 13:34 ,mikhaelyanta,,Внедрение новой методологии сегментации,mikhaelyanta
ANL-2593,303835,,Backlog,19.06.2024 13:29 ,24.07.2024 13:34 ,balitskayaav,,Отчет_ срезы времени по процессу_часть 2,ivanovamv
ANL-2591,303805,,Hold,19.06.2024 12:36 ,24.07.2024 13:34 ,balitskayaav,5.0,Реализация отчета для экспертов,ivanovamv
ANL-2682,310772,,Готово,22.07.2024 16:58 ,24.07.2024 13:33 ,flerinvs,1.0,Актуализация бэклога под новых аналитиков,flerinvs
ANL-2456,289033,,Backlog,09.04.2024 10:12 ,24.07.2024 12:16 ,flerinvs,,Отчет по СБР с нерезидентами,sokolovama
ANL-2382,282925,,Backlog,13.03.2024 11:29 ,24.07.2024 12:15 ,balitskayaav,,Добавить партнеров в список на контроль платежа,kartaevry
ANL-2102,262344,,Hold,23.11.2023 16:12 ,24.07.2024 12:15 ,balitskayaav,5.0,Создать отчет по опросу клиентов по ипотечным сделкам в BI,VolkovaOI
ANL-2505,295713,,В работе,15.05.2024 12:33 ,24.07.2024 12:14 ,balitskayaav,,Автоматизация данных по остаткам СБР,pichuginaaz
ANL-2461,289840,,Сделaть,12.04.2024 12:24 ,24.07.2024 12:14 ,mikhaelyanta,,Разовый отчет для СМБ ВТБ в рамках внутреннего аудита ,SytnikTI
ANL-2568,301502,,Backlog,07.06.2024 22:17 ,24.07.2024 12:13 ,nikishinpa,,"Доля СБР,ЭР в ипотеке ВТБ ГЖ - добавить ЭР в СБР",altunyanar
ANL-2643,307659,,Backlog,05.07.2024 14:53 ,24.07.2024 12:11 ,flerinvs,8.0,Обновить цифры для  юнит экономики для неипотечной сделки,dmitrievaoa
ANL-2278,274009,,Backlog,30.01.2024 10:34 ,24.07.2024 11:53 ,flerinvs,,Сформировать чек-лист проверки актуальности дашборда,flerinvs
ANL-1610,166694,,Backlog,01.09.2022 11:52 ,24.07.2024 11:51 ,mikhaelyanta,,"ЭР. мидл - отчет со статусом ""Приостановлено"" и ""Отказ без рассмотрения""",ivlevady
ANL-2418,286021,,Backlog,27.03.2024 11:31 ,24.07.2024 11:51 ,balitskayaav,,Обновление Простыни КС ,balitskayaav
ANL-2419,286022,,Backlog,27.03.2024 11:31 ,24.07.2024 11:50 ,balitskayaav,,Перенос Простыни КС в дашборд,balitskayaav
ANL-2134,264941,,Hold,06.12.2023 13:43 ,24.07.2024 11:50 ,mikhaelyanta,3.0,Регулярный отчет по оплатам ,nikitindd
ANL-2147,265441,,Backlog,08.12.2023 08:38 ,24.07.2024 11:39 ,flerinvs,,Отчет от активности АНЧ,pichuginaaz
ANL-1882,239210,,В работе,16.08.2023 13:11 ,24.07.2024 11:39 ,mikhaelyanta,5.0,Сверка сделок-онлайн,pichuginaaz
ANL-2673,309908,,Готово,17.07.2024 13:54 ,23.07.2024 16:50 ,klekovkinve,2.0,Подготовить данные для презентации ВТБ по неипотеке,klekovkinve
ANL-2482,292354,,Готово,25.04.2024 16:58 ,23.07.2024 16:35 ,mikhaelyanta,3.0,Создать новый отчет по цессиям для компании :1207700266355 (цессии БФКО_корп бизнес),SytnikTI
ANL-2658,308727,,Готово,11.07.2024 12:53 ,23.07.2024 16:21 ,mikhaelyanta,5.0,Проблема с определением сегмента ЭР,mikhaelyanta
ANL-2286,274465,,Backlog,31.01.2024 14:39 ,23.07.2024 11:22 ,flerinvs,,Создание дашборда для ОЗС ,goryaynovaen
ANL-2523,297894,,Сделaть,24.05.2024 10:23 ,23.07.2024 11:17 ,mikhaelyanta,5.0,Подзадача ANL-2169 создание Дашборд сводка СБР/ЭР,mikhaelyanta
ANL-2518,297445,,Hold,22.05.2024 14:18 ,23.07.2024 11:17 ,flerinvs,1.0,Задача мидла_ проработка ,flerinvs
ANL-2621,305999,,Готово,28.06.2024 12:37 ,23.07.2024 10:38 ,mikhaelyanta,2.0,Проверить заполняемость ДИ ,mikhaelyanta
ANL-2557,300522,,Backlog,05.06.2024 10:52 ,22.07.2024 16:56 ,mikhaelyanta,,Выгружать ФИО заказчика в отчет КДКП,kovachevichmo
ANL-2596,304412,,Backlog,21.06.2024 10:27 ,22.07.2024 16:56 ,mikhaelyanta,3.0,Разработка отчетности ЭлРег (бухгалтерия),mikhaelyanta
ANL-2584,303582,,Hold,18.06.2024 16:08 ,22.07.2024 16:11 ,nikishinpa,5.0,Отчет по Привилегии_доработка и автоматизация,flerinvs
ANL-2640,307594,,Hold,05.07.2024 13:00 ,22.07.2024 16:11 ,nikishinpa,3.0,Автоматизация нового формата неипотеки,nikishinpa
ANL-2627,306392,,Hold,01.07.2024 15:47 ,22.07.2024 16:11 ,nikishinpa,3.0,Проработка системы заполнения словарей для ВТБ через разбор в письме,nikishinpa
ANL-2670,309798,,Готово,17.07.2024 10:20 ,22.07.2024 10:10 ,flerinvs,2.0,Задачи платформы ,flerinvs
ANL-2559,300774,,Готово,05.06.2024 18:44 ,22.07.2024 10:10 ,nikishinpa,3.0,Отчет по Частным риелторам прошедшим верификацию ,tanyginadv
ANL-2607,304799,,Готово,24.06.2024 12:47 ,22.07.2024 09:19 ,balitskayaav,2.0,Добавить сводную по уникальным сделкам в дешборд,mikhaelyanta
ANL-2359,280738,,Готово,01.03.2024 14:01 ,19.07.2024 19:10 ,flerinvs,2.0,Ежемесячная отчетность,flerinvs
ANL-2665,309408,,Готово,15.07.2024 16:24 ,19.07.2024 17:54 ,mikhaelyanta,3.0,Проанализировать ошибки ДКП,mikhaelyanta
ANL-2668,309734,,Готово,16.07.2024 17:31 ,19.07.2024 17:33 ,klekovkinve,2.0,Подготовить данные для квартальной презентации Сделки,klekovkinve
ANL-2677,310475,,Backlog,19.07.2024 16:34 ,19.07.2024 16:34 ,flerinvs,,Отслеживание ролей в дашбордах,botvinavv
ANL-2662,309154,,Готово,15.07.2024 09:44 ,19.07.2024 15:05 ,nikishinpa,3.0,"Активная база АНЧ по регионам (для расчета целей проекта ""Tour de russia"")",bakaldinayv
ANL-2639,307481,,Готово,04.07.2024 18:40 ,19.07.2024 13:08 ,mikhaelyanta,3.0,Добавить с отчет СУП возможность выгрузить простыню в каждой вкладке по всем пакетам ,kovievanv
ANL-2550,299821,,Готово,03.06.2024 12:22 ,19.07.2024 10:08 ,balitskayaav,2.0,Разобраться с рахождением дат в ижс сбр,balitskayaav
ANL-2555,300230,,Готово,04.06.2024 12:17 ,18.07.2024 18:44 ,klekovkinve,8.0,"Перенос и отмена неипотечных сделок, закрытие офисов ВТБ для проведение неипотечных сделок ",shmelevaem
ANL-2661,309265,,Готово,15.07.2024 12:41 ,18.07.2024 15:54 ,balitskayaav,1.0,Общение с финансами,balitskayaav
ANL-2667,309671,,Готово,16.07.2024 14:34 ,18.07.2024 13:14 ,flerinvs,3.0,Сформировать бэклог мидла ,flerinvs
ANL-2675,310066,,Готово,18.07.2024 10:47 ,18.07.2024 10:47 ,flerinvs,2.0,Роадмап по онбордингу,flerinvs
ANL-2599,304530,,Готово,21.06.2024 14:59 ,17.07.2024 18:25 ,klekovkinve,3.0,Учет новых событий chat в воронке чат-бота,maksyutovaem
ANL-2671,309876,,Закрыт,17.07.2024 13:24 ,17.07.2024 16:43 ,nikishinpa,1.0,Выгрузить отчет по заявкам втб с возвратами с 15 апреля по 15 июля ,kiselevais
ANL-2512,296437,,Готово,17.05.2024 15:16 ,17.07.2024 09:26 ,nikishinpa,3.0,Отчет по неипотечным сделкам в ТП Привилегия,altunyanar
ANL-2623,306003,,Готово,28.06.2024 12:39 ,15.07.2024 16:22 ,mikhaelyanta,2.0,Проверка неипотечных сделок,mikhaelyanta
ANL-2346,280452,,Готово,29.02.2024 16:15 ,15.07.2024 13:31 ,nikishinpa,3.0,Сколько зарегистрировано частных риелторов и в каком городе (без контактов) только количество,nikishinpa
ANL-2629,306600,,Готово,01.07.2024 22:52 ,15.07.2024 13:10 ,nikishinpa,1.0,Отчет по неипотечным сделкам,altunyanar
ANL-2645,307706,,Готово,05.07.2024 17:50 ,15.07.2024 12:03 ,nikishinpa,1.0,Документация Отчеб ИБ сводка,nikishinpa
ANL-2027,255444,,Готово,24.10.2023 15:47 ,15.07.2024 11:58 ,mikhaelyanta,,Формирование отчетов для МКБ,kluninany
ANL-2594,303937,,Готово,19.06.2024 16:54 ,15.07.2024 10:15 ,balitskayaav,2.0,Предоставление данных по продукту Электронной регистрации,rodinrs
ANL-2540,299115,,Готово,30.05.2024 10:23 ,12.07.2024 18:04 ,klekovkinve,3.0,Добавить в отчет по сделке информацию о промокодах и их доле в сделках,shmelevaem
ANL-2483,292398,,Готово,25.04.2024 18:55 ,12.07.2024 18:04 ,klekovkinve,8.0,первый подход к расчету экономики в ипотечной сделке,dmitrievaoa
ANL-2620,305992,,Готово,28.06.2024 12:13 ,12.07.2024 18:04 ,klekovkinve,2.0,Проверить корректность расчета автоматических ответов бота по ипотечным сделкам,zhuravlevaev
ANL-2500,294513,,Готово,08.05.2024 14:07 ,12.07.2024 18:04 ,flerinvs,8.0,Собрать цифры для построения юнит экономики для неипотечной сделки,dmitrievaoa
ANL-2497,294227,,Готово,07.05.2024 17:50 ,12.07.2024 18:04 ,mikhaelyanta,,Описание отчетов,mikhaelyanta
ANL-2502,294751,,Готово,13.05.2024 10:17 ,12.07.2024 18:04 ,nikishinpa,1.0,Выгрузка для ВТБ ГРМ,kluninany
ANL-2545,299483,,Готово,31.05.2024 11:52 ,12.07.2024 18:04 ,klekovkinve,1.0,"Корректировка расчета показателя ""Всего сообщений от физиков и риелторов"" в дэшборде Чат-бот воронка ",zhuravlevaev
ANL-2405,285462,,Готово,25.03.2024 16:19 ,12.07.2024 18:04 ,balitskayaav,5.0,Перенос Отчет СБР SLT на супер сет,flerinvs
ANL-2492,293625,,Готово,06.05.2024 09:39 ,12.07.2024 18:04 ,balitskayaav,5.0,Работа над макетом продуктового дашборда СБР часть 2,balitskayaav
ANL-2454,288765,,Готово,08.04.2024 12:56 ,12.07.2024 18:04 ,balitskayaav,2.0,Пофиксить проблему с альтернативой отчет (автоматическая отправка),balitskayaav
ANL-2463,289946,,Закрыт,12.04.2024 15:37 ,12.07.2024 18:04 ,nikishinpa,3.0,Автоматизация отчета ЭР Открытие СМБ,nikishinpa
ANL-2447,288332,,Готово,05.04.2024 12:29 ,12.07.2024 18:04 ,nikishinpa,3.0,Изучить автоматизацию отчетов с excel-редактированием,nikishinpa
ANL-2487,292807,,Готово,27.04.2024 12:01 ,12.07.2024 18:04 ,flerinvs,,Оценка трудозатрат на банк,flerinvs
ANL-2484,292520,,Готово,26.04.2024 11:29 ,12.07.2024 18:04 ,nikishinpa,3.0,Проверить корректность формирования отчетов по офисам эксБФКО.,nikishinpa
ANL-2490,293093,,Готово,02.05.2024 11:03 ,12.07.2024 18:04 ,mikhaelyanta,3.0,Подготовка вопросов по сегментации,mikhaelyanta
ANL-2260,272916,,Готово,24.01.2024 14:28 ,12.07.2024 18:04 ,flerinvs,5.0,Отчет по сделкам Самолет+ в ежемесячной рассылке,tatiankoaa
ANL-2499,294342,,Готово,08.05.2024 10:12 ,12.07.2024 18:04 ,mikhaelyanta,3.0,Создание словаря по планам SLT,mikhaelyanta
ANL-2481,292349,,Готово,25.04.2024 16:43 ,12.07.2024 18:04 ,mikhaelyanta,3.0,Когортный анализ ЭР по ВТБ,SytnikTI
ANL-2485,292539,,Готово,26.04.2024 12:21 ,12.07.2024 18:04 ,nikishinpa,5.0,MBO- добавить ЭР stand alone(сделку) + RR,nikishinpa
ANL-2491,293133,,Готово,02.05.2024 12:20 ,12.07.2024 18:04 ,nikishinpa,3.0,Разобраться с подразделениями MART BRANCH VTB POS,nikishinpa
ANL-2495,294071,,Готово,07.05.2024 13:31 ,12.07.2024 18:03 ,mikhaelyanta,5.0,Подзадача по задачке ANL-2169,mikhaelyanta
ANL-2489,293080,,Готово,02.05.2024 10:36 ,12.07.2024 18:03 ,nikishinpa,1.0,Выгрузка для ВТБ ГРМ,kluninany
ANL-2494,293799,,Готово,06.05.2024 14:57 ,12.07.2024 18:03 ,balitskayaav,1.0,Подготовить отчет по ручному снятию с контроля реквизитов платежа с 01.10.23 по 30.04.24,beseliarg
ANL-2421,286031,,Готово,27.03.2024 11:52 ,12.07.2024 18:03 ,balitskayaav,5.0,Уникальные сделки,balitskayaav
ANL-2480,292132,,Готово,24.04.2024 17:43 ,12.07.2024 18:03 ,balitskayaav,2.0,Срок размещения д/с на ном счете Первичка,novozhilovyp
ANL-2473,291320,,Готово,19.04.2024 17:30 ,12.07.2024 18:03 ,mikhaelyanta,2.0,Корректировка фильтров в отчете по КДКП,bobkotv
ANL-2479,291842,,Готово,23.04.2024 16:34 ,12.07.2024 18:03 ,flerinvs,5.0,Создать отчет-мониторинг по Самолету,flerinvs
ANL-2452,288634,,Готово,08.04.2024 10:10 ,12.07.2024 18:03 ,flerinvs,3.0,"Автоматизация отчета ""Свод по мульти ВТБ ФЛ_ЧМ"" и ""Свод по мульти ВТБ ЮЛ 10.08"" (Дек.ANL-2339)",flerinvs
ANL-2388,283426,,Закрыт,14.03.2024 22:40 ,12.07.2024 18:03 ,nikishinpa,5.0,Межрегиональные сделки (неипотека в Банке ВТБ),altunyanar
ANL-2657,308572,,Готово,10.07.2024 16:54 ,12.07.2024 15:37 ,balitskayaav,1.0,Посмотреть почему СБР сделки не попали в отчет,balitskayaav
ANL-2632,306931,,Сделать,02.07.2024 22:02 ,12.07.2024 14:57 ,flerinvs,,Документация по целевым витринам/дашбордам,lahvichds
ANL-2654,308213,,Готово,09.07.2024 13:23 ,11.07.2024 16:50 ,mikhaelyanta,1.0,Включение в отчет по ДКП сделок за 2 Q 2024 ,palunvi
ANL-2648,307835,,Готово,08.07.2024 06:03 ,11.07.2024 16:50 ,mikhaelyanta,2.0,Обновление отчета по ДКП,pleshkovatv
ANL-2377,282070,,Hold,07.03.2024 15:00 ,11.07.2024 14:44 ,nikishinpa,5.0,Отчетность по доле - изменение данных,nikishinpa
ANL-2542,299378,,Hold,30.05.2024 23:31 ,10.07.2024 12:41 ,mikhaelyanta,3.0,Корректировки Отчет по платному ДКП,altunyanar
ANL-2647,307834,,Закрыт,08.07.2024 06:03 ,10.07.2024 12:38 ,mikhaelyanta,2.0,Правки в отчет ДКП,pleshkovatv
ANL-2391,283544,,Готово,15.03.2024 13:42 ,10.07.2024 11:12 ,mikhaelyanta,3.0,Корректировка данных в отчет по ДКП ВТБ ,ivanovamv
ANL-2649,307893,,Готово,08.07.2024 11:18 ,09.07.2024 10:44 ,balitskayaav,1.0,Выгрузка по отлагательным условиям,balitskayaav
ANL-2606,304777,,Готово,24.06.2024 12:21 ,08.07.2024 15:44 ,balitskayaav,2.0,СБР дашборд замечания,balitskayaav
ANL-2417,286019,,Готово,27.03.2024 11:31 ,08.07.2024 13:01 ,balitskayaav,,Перенос простыни СБР в дашборд,balitskayaav
ANL-2416,286018,,Готово,27.03.2024 11:30 ,08.07.2024 13:01 ,balitskayaav,,Создание дашборда по основным метрикам сбр,balitskayaav
ANL-2339,279687,,Готово,27.02.2024 10:03 ,08.07.2024 13:00 ,flerinvs,5.0,Автоматизация отчетов по миграции,flerinvs
ANL-2190,267263,,Готово,15.12.2023 18:42 ,08.07.2024 13:00 ,flerinvs,13.0,Дашборд по плану и факту заключения неипотечных сделок,tatiankoaa
ANL-1915,239615,,Закрыт,17.08.2023 18:13 ,08.07.2024 13:00 ,mikhaelyanta,,"Пользователи отчета по цессиям, хотят чтобы в отчете был столбец с классификацией причины приостановки",BalandinDV
ANL-2589,303756,,Готово,19.06.2024 11:29 ,08.07.2024 13:00 ,flerinvs,1.0,Подбить kpi отдела,flerinvs
ANL-2581,303233,,Готово,17.06.2024 14:58 ,08.07.2024 13:00 ,flerinvs,2.0,Сформировать отчет для бухов в as is  формате ,flerinvs
ANL-2651,307945,,Закрыт,08.07.2024 12:50 ,08.07.2024 12:56 ,mikhaelyanta,1.0,Выгрузка неипотечных ЭР ВТБ,mikhaelyanta
ANL-2580,303215,,Сделaть,17.06.2024 14:10 ,08.07.2024 12:46 ,balitskayaav,1.0,Отрубить СБР с облака,flerinvs
ANL-2634,306942,,Готово,03.07.2024 09:18 ,08.07.2024 12:29 ,mikhaelyanta,,Корректировка отчета ДКП,mikhaelyanta
ANL-2646,307719,,Backlog,05.07.2024 19:29 ,05.07.2024 19:29 ,flerinvs,,Перенести все на новый конфлюенс,flerinvs
ANL-2622,306001,,Закрыт,28.06.2024 12:38 ,05.07.2024 13:03 ,nikishinpa,5.0,Draft отчет по неипотеке,mikhaelyanta
ANL-2626,306308,,Готово,01.07.2024 12:28 ,05.07.2024 10:47 ,mikhaelyanta,,Отчет ВТБ СМБ,mikhaelyanta
ANL-2619,305670,,Готово,27.06.2024 12:18 ,05.07.2024 10:47 ,mikhaelyanta,2.0,Выгрузить отчет по компании - 7714637341 (МР групп),chizhikovaea
ANL-2625,306226,,Готово,01.07.2024 10:05 ,04.07.2024 18:23 ,flerinvs,2.0,Подготовить SA - задачи,flerinvs
ANL-2414,285968,,Готово,27.03.2024 09:32 ,01.07.2024 16:13 ,flerinvs,8.0,Перенос отчета из когноса  Отчет по сделке онлайн,flerinvs
ANL-2612,305345,,Готово,26.06.2024 10:30 ,01.07.2024 09:59 ,flerinvs,2.0,Задачи на Q'3,flerinvs
ANL-2605,304749,,Готово,24.06.2024 11:40 ,28.06.2024 18:09 ,mikhaelyanta,8.0,Сверка неипотечных сделок,mikhaelyanta
ANL-2595,304352,,Готово,21.06.2024 05:42 ,28.06.2024 18:09 ,mikhaelyanta,1.0,Добавление ДКП в отчет с привязкой к СБР (через отдельную вкладку),pleshkovatv
ANL-2598,304507,,Готово,21.06.2024 13:47 ,28.06.2024 18:09 ,mikhaelyanta,1.0,Добавление ДКП в отчет с привязкой к СБР (через отдельную вкладку),pleshkovatv
ANL-2572,302669,,Готово,14.06.2024 10:26 ,28.06.2024 16:42 ,balitskayaav,5.0,Собрать требования по вкладке производительность сотрудников,balitskayaav
ANL-2106,262488,,Сделaть,24.11.2023 11:34 ,28.06.2024 16:16 ,balitskayaav,5.0,сделать ресерч проблемы,balitskayaav
ANL-2604,304701,,Готово,24.06.2024 10:01 ,28.06.2024 14:48 ,balitskayaav,2.0,Сформировать задачу на СА по ИЖС,flerinvs
ANL-2618,305610,,Готово,27.06.2024 10:11 ,28.06.2024 14:14 ,mikhaelyanta,1.0,Проверка сделок ЭР,mikhaelyanta
ANL-2609,304841,,Готово,24.06.2024 13:29 ,27.06.2024 15:45 ,mikhaelyanta,,Выгрузка для ВТБ ГРМ,kluninany
